,ID,taxon,variable,value,a1,a2,a3,a4,type,HSI
866,DS18/24,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
867,DS19/24,Baetidae,COD,13.9,5.0,8.73,22.5,35.42,acute,1.0
868,DS2/5,Baetidae,COD,31.2,5.0,8.73,22.5,35.42,acute,0.326625386997
869,DS20/24,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
870,DS21/24,Baetidae,COD,9.67,5.0,8.73,22.5,35.42,acute,1.0
871,DS22/25,Baetidae,COD,24.8,5.0,8.73,22.5,35.42,acute,0.821981424149
872,DS23/25,Baetidae,COD,24.5,5.0,8.73,22.5,35.42,acute,0.84520123839
873,DS24/25,Baetidae,COD,22.2,5.0,8.73,22.5,35.42,acute,1.0
874,DS25/25,Baetidae,COD,20.2,5.0,8.73,22.5,35.42,acute,1.0
875,DS26/25,Baetidae,COD,20.5,5.0,8.73,22.5,35.42,acute,1.0
876,DS27/25,Baetidae,COD,26.1,5.0,8.73,22.5,35.42,acute,0.721362229102
877,DS28/25,Baetidae,COD,20.4,5.0,8.73,22.5,35.42,acute,1.0
878,DS29/26,Baetidae,COD,34.5,5.0,8.73,22.5,35.42,acute,0.0712074303406
879,DS3/5,Baetidae,COD,117.6,5.0,8.73,22.5,35.42,acute,0.0
880,DS30/26,Baetidae,COD,17.2,5.0,8.73,22.5,35.42,acute,1.0
881,DS31/26,Baetidae,COD,37.0,5.0,8.73,22.5,35.42,acute,0.0
882,DS32/26,Baetidae,COD,36.8,5.0,8.73,22.5,35.42,acute,0.0
883,DS33/26,Baetidae,COD,34.1,5.0,8.73,22.5,35.42,acute,0.102167182663
884,DS4/5,Baetidae,COD,26.8,5.0,8.73,22.5,35.42,acute,0.667182662539
885,DS5/5,Baetidae,COD,19.52,5.0,8.73,22.5,35.42,acute,1.0
886,DS6/5,Baetidae,COD,12.4,5.0,8.73,22.5,35.42,acute,1.0
887,DS7/23,Baetidae,COD,33.5,5.0,8.73,22.5,35.42,acute,0.148606811146
888,DS8/23,Baetidae,COD,12.9,5.0,8.73,22.5,35.42,acute,1.0
889,DS9/23,Baetidae,COD,7.57,5.0,8.73,22.5,35.42,acute,0.689008042895
890,M1/18,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
891,M2/18,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
892,M3/18,Baetidae,COD,6.3,5.0,8.73,22.5,35.42,acute,0.348525469169
893,M4/18,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
894,M5/18,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
895,M6/18,Baetidae,COD,11.2,5.0,8.73,22.5,35.42,acute,1.0
896,Q1/12,Baetidae,COD,48.8,5.0,8.73,22.5,35.42,acute,0.0
897,R1/6,Baetidae,COD,21.4,5.0,8.73,22.5,35.42,acute,1.0
898,R10/12,Baetidae,COD,21.9,5.0,8.73,22.5,35.42,acute,1.0
899,R11/12,Baetidae,COD,20.7,5.0,8.73,22.5,35.42,acute,1.0
900,R12/12,Baetidae,COD,19.2,5.0,8.73,22.5,35.42,acute,1.0
901,R13/12,Baetidae,COD,18.5,5.0,8.73,22.5,35.42,acute,1.0
902,R14/12,Baetidae,COD,23.4,5.0,8.73,22.5,35.42,acute,0.930340557276
903,R15/12,Baetidae,COD,21.4,5.0,8.73,22.5,35.42,acute,1.0
904,R16/12,Baetidae,COD,22.7,5.0,8.73,22.5,35.42,acute,0.984520123839
905,R17/12,Baetidae,COD,22.5,5.0,8.73,22.5,35.42,acute,1.0
906,R18/12,Baetidae,COD,21.4,5.0,8.73,22.5,35.42,acute,1.0
907,R2/6,Baetidae,COD,9.3,5.0,8.73,22.5,35.42,acute,1.0
908,R3/6,Baetidae,COD,13.9,5.0,8.73,22.5,35.42,acute,1.0
909,R4/6,Baetidae,COD,12.6,5.0,8.73,22.5,35.42,acute,1.0
910,R5/6,Baetidae,COD,9.96,5.0,8.73,22.5,35.42,acute,1.0
911,R6/6,Baetidae,COD,9.04,5.0,8.73,22.5,35.42,acute,1.0
912,R7/6,Baetidae,COD,10.36,5.0,8.73,22.5,35.42,acute,1.0
913,R8/6,Baetidae,COD,11.94,5.0,8.73,22.5,35.42,acute,1.0
914,R9/6,Baetidae,COD,9.3,5.0,8.73,22.5,35.42,acute,1.0
915,US1/10,Baetidae,COD,10.7,5.0,8.73,22.5,35.42,acute,1.0
916,US10/10,Baetidae,COD,5.24,5.0,8.73,22.5,35.42,acute,0.0643431635389
917,US11/11,Baetidae,COD,18.7,5.0,8.73,22.5,35.42,acute,1.0
918,US12/11,Baetidae,COD,18.2,5.0,8.73,22.5,35.42,acute,1.0
919,US13/11,Baetidae,COD,13.8,5.0,8.73,22.5,35.42,acute,1.0
920,US14/11,Baetidae,COD,21.7,5.0,8.73,22.5,35.42,acute,1.0
921,US15/11,Baetidae,COD,25.2,5.0,8.73,22.5,35.42,acute,0.791021671827
922,US16/11,Baetidae,COD,15.3,5.0,8.73,22.5,35.42,acute,1.0
923,US17/11,Baetidae,COD,13.6,5.0,8.73,22.5,35.42,acute,1.0
924,US2/10,Baetidae,COD,6.96,5.0,8.73,22.5,35.42,acute,0.525469168901
925,US3/10,Baetidae,COD,7.22,5.0,8.73,22.5,35.42,acute,0.595174262735
926,US4/10,Baetidae,COD,7.86,5.0,8.73,22.5,35.42,acute,0.766756032172
927,US5/10,Baetidae,COD,12.3,5.0,8.73,22.5,35.42,acute,1.0
928,US6/10,Baetidae,COD,6.96,5.0,8.73,22.5,35.42,acute,0.525469168901
929,US7/10,Baetidae,COD,10.1,5.0,8.73,22.5,35.42,acute,1.0
930,US8/10,Baetidae,COD,14.9,5.0,8.73,22.5,35.42,acute,1.0
931,US9/10,Baetidae,COD,60.0,5.0,8.73,22.5,35.42,acute,0.0
932,V1/19,Baetidae,COD,7.26,5.0,8.73,22.5,35.42,acute,0.605898123324
933,V2/19,Baetidae,COD,8.14,5.0,8.73,22.5,35.42,acute,0.8418230563
934,V3/19,Baetidae,COD,10.5,5.0,8.73,22.5,35.42,acute,1.0
935,V4/19,Baetidae,COD,5.0,5.0,8.73,22.5,35.42,acute,0.0
936,V5/19,Baetidae,COD,10.7,5.0,8.73,22.5,35.42,acute,1.0
937,V6/19,Baetidae,COD,8.73,5.0,8.73,22.5,35.42,acute,1.0
938,V7/19,Baetidae,COD,18.1,5.0,8.73,22.5,35.42,acute,1.0
939,V8/19,Baetidae,COD,7.25,5.0,8.73,22.5,35.42,acute,0.603217158177
940,BB1/9,Baetidae,NO3--N,0.5,0.23,0.23,0.29,0.639,acute,0.398280802292
941,BB2/9,Baetidae,NO3--N,0.33,0.23,0.23,0.29,0.639,acute,0.885386819484
942,BB3/9,Baetidae,NO3--N,0.27,0.23,0.23,0.29,0.639,acute,1.0
943,BB4/9,Baetidae,NO3--N,0.32,0.23,0.23,0.29,0.639,acute,0.914040114613
944,BH1/17,Baetidae,NO3--N,0.81,0.23,0.23,0.29,0.639,acute,0.0
945,BH2/17,Baetidae,NO3--N,0.26,0.23,0.23,0.29,0.639,acute,1.0
946,BH3/17,Baetidae,NO3--N,0.54,0.23,0.23,0.29,0.639,acute,0.283667621777
947,BH4/17,Baetidae,NO3--N,0.29,0.23,0.23,0.29,0.639,acute,1.0
948,BH5/17,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
949,BH6/26,Baetidae,NO3--N,0.55,0.23,0.23,0.29,0.639,acute,0.255014326648
950,C1/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
951,C2/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
952,C3/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
953,C4/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
954,C5/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
955,C6/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
956,C7/20,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
957,DS1/4,Baetidae,NO3--N,0.69,0.23,0.23,0.29,0.639,acute,0.0
958,DS1/5,Baetidae,NO3--N,0.24,0.23,0.23,0.29,0.639,acute,1.0
959,DS10/23,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
960,DS11/23,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
961,DS12/23,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
962,DS13/23,Baetidae,NO3--N,0.31,0.23,0.23,0.29,0.639,acute,0.942693409742
963,DS14/24,Baetidae,NO3--N,0.62,0.23,0.23,0.29,0.639,acute,0.054441260745
964,DS15/24,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
965,DS16/24,Baetidae,NO3--N,0.94,0.23,0.23,0.29,0.639,acute,0.0
966,DS17/24,Baetidae,NO3--N,1.63,0.23,0.23,0.29,0.639,acute,0.0
967,DS18/24,Baetidae,NO3--N,1.43,0.23,0.23,0.29,0.639,acute,0.0
968,DS19/24,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
969,DS2/4,Baetidae,NO3--N,0.32,0.23,0.23,0.29,0.639,acute,0.914040114613
970,DS2/5,Baetidae,NO3--N,0.25,0.23,0.23,0.29,0.639,acute,1.0
971,DS20/24,Baetidae,NO3--N,0.57,0.23,0.23,0.29,0.639,acute,0.19770773639
972,DS21/24,Baetidae,NO3--N,0.58,0.23,0.23,0.29,0.639,acute,0.169054441261
973,DS22/25,Baetidae,NO3--N,0.61,0.23,0.23,0.29,0.639,acute,0.0830945558739
974,DS23/25,Baetidae,NO3--N,0.29,0.23,0.23,0.29,0.639,acute,1.0
975,DS24/25,Baetidae,NO3--N,0.95,0.23,0.23,0.29,0.639,acute,0.0
976,DS25/25,Baetidae,NO3--N,2.0,0.23,0.23,0.29,0.639,acute,0.0
977,DS26/25,Baetidae,NO3--N,1.41,0.23,0.23,0.29,0.639,acute,0.0
978,DS27/25,Baetidae,NO3--N,0.81,0.23,0.23,0.29,0.639,acute,0.0
979,DS28/25,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
980,DS29/26,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
981,DS3/4,Baetidae,NO3--N,0.35,0.23,0.23,0.29,0.639,acute,0.828080229226
982,DS3/5,Baetidae,NO3--N,0.32,0.23,0.23,0.29,0.639,acute,0.914040114613
983,DS30/26,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
984,DS31/26,Baetidae,NO3--N,0.27,0.23,0.23,0.29,0.639,acute,1.0
985,DS32/26,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
986,DS33/26,Baetidae,NO3--N,0.26,0.23,0.23,0.29,0.639,acute,1.0
987,DS4/4,Baetidae,NO3--N,0.44,0.23,0.23,0.29,0.639,acute,0.570200573066
988,DS4/5,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
989,DS5/4,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
990,DS5/5,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
991,DS6/4,Baetidae,NO3--N,0.29,0.23,0.23,0.29,0.639,acute,1.0
992,DS6/5,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
993,DS7/23,Baetidae,NO3--N,0.84,0.23,0.23,0.29,0.639,acute,0.0
994,DS8/23,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
995,DS9/23,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
996,M1/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
997,M2/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
998,M3/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
999,M4/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1000,M5/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1001,M6/18,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1002,Q1/12,Baetidae,NO3--N,0.57,0.23,0.23,0.29,0.639,acute,0.19770773639
1003,R1/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1004,R10/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1005,R11/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1006,R12/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1007,R13/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1008,R14/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1009,R15/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1010,R16/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1011,R17/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1012,R18/12,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1013,R19/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1014,R2/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1015,R20/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1016,R21/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1017,R22/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1018,R23/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1019,R24/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1020,R25/13,Baetidae,NO3--N,0.24,0.23,0.23,0.29,0.639,acute,1.0
1021,R26/13,Baetidae,NO3--N,0.28,0.23,0.23,0.29,0.639,acute,1.0
1022,R27/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1023,R28/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1024,R29/13,Baetidae,NO3--N,0.26,0.23,0.23,0.29,0.639,acute,1.0
1025,R3/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1026,R30/13,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1027,R4/6,Baetidae,NO3--N,0.27,0.23,0.23,0.29,0.639,acute,1.0
1028,R5/6,Baetidae,NO3--N,0.31,0.23,0.23,0.29,0.639,acute,0.942693409742
1029,R6/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1030,R7/6,Baetidae,NO3--N,0.63,0.23,0.23,0.29,0.639,acute,0.025787965616
1031,R8/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1032,R9/6,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1033,US1/10,Baetidae,NO3--N,0.27,0.23,0.23,0.29,0.639,acute,1.0
1034,US10/10,Baetidae,NO3--N,0.29,0.23,0.23,0.29,0.639,acute,1.0
1035,US11/11,Baetidae,NO3--N,0.29,0.23,0.23,0.29,0.639,acute,1.0
1036,US12/11,Baetidae,NO3--N,0.64,0.23,0.23,0.29,0.639,acute,0.0
1037,US13/11,Baetidae,NO3--N,0.33,0.23,0.23,0.29,0.639,acute,0.885386819484
1038,US14/11,Baetidae,NO3--N,0.25,0.23,0.23,0.29,0.639,acute,1.0
1039,US15/11,Baetidae,NO3--N,0.35,0.23,0.23,0.29,0.639,acute,0.828080229226
1040,US16/11,Baetidae,NO3--N,0.58,0.23,0.23,0.29,0.639,acute,0.169054441261
1041,US17/11,Baetidae,NO3--N,0.75,0.23,0.23,0.29,0.639,acute,0.0
1042,US2/10,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1043,US3/10,Baetidae,NO3--N,0.8,0.23,0.23,0.29,0.639,acute,0.0
1044,US4/10,Baetidae,NO3--N,0.4,0.23,0.23,0.29,0.639,acute,0.684813753582
1045,US5/10,Baetidae,NO3--N,0.25,0.23,0.23,0.29,0.639,acute,1.0
1046,US6/10,Baetidae,NO3--N,0.33,0.23,0.23,0.29,0.639,acute,0.885386819484
1047,US7/10,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1048,US8/10,Baetidae,NO3--N,0.58,0.23,0.23,0.29,0.639,acute,0.169054441261
1049,US9/10,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1050,V1/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1051,V2/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1052,V3/19,Baetidae,NO3--N,0.55,0.23,0.23,0.29,0.639,acute,0.255014326648
1053,V4/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1054,V5/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1055,V6/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1056,V7/19,Baetidae,NO3--N,0.25,0.23,0.23,0.29,0.639,acute,1.0
1057,V8/19,Baetidae,NO3--N,0.23,0.23,0.23,0.29,0.639,acute,1.0
1058,BB1/9,Baetidae,NH4+-N,0.47,0.02,0.03,0.095,0.729,acute,0.408517350158
1059,BB2/9,Baetidae,NH4+-N,0.14,0.02,0.03,0.095,0.729,acute,0.929022082019
1060,BB3/9,Baetidae,NH4+-N,0.09,0.02,0.03,0.095,0.729,acute,1.0
1061,BB4/9,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1062,BH1/17,Baetidae,NH4+-N,0.17,0.02,0.03,0.095,0.729,acute,0.881703470032
1063,BH2/17,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1064,BH3/17,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1065,BH4/17,Baetidae,NH4+-N,0.13,0.02,0.03,0.095,0.729,acute,0.944794952681
1066,BH5/17,Baetidae,NH4+-N,0.1,0.02,0.03,0.095,0.729,acute,0.992113564669
1067,BH6/26,Baetidae,NH4+-N,0.1,0.02,0.03,0.095,0.729,acute,0.992113564669
1068,C1/20,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1069,C2/20,Baetidae,NH4+-N,0.11,0.02,0.03,0.095,0.729,acute,0.976340694006
1070,C3/20,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1071,C4/20,Baetidae,NH4+-N,0.08,0.02,0.03,0.095,0.729,acute,1.0
1072,C5/20,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1073,C6/20,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1074,C7/20,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1075,DS1/4,Baetidae,NH4+-N,0.26,0.02,0.03,0.095,0.729,acute,0.739747634069
1076,DS1/5,Baetidae,NH4+-N,0.24,0.02,0.03,0.095,0.729,acute,0.771293375394
1077,DS10/23,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1078,DS11/23,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1079,DS12/23,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1080,DS13/23,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1081,DS14/24,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1082,DS15/24,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1083,DS16/24,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1084,DS17/24,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1085,DS18/24,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1086,DS19/24,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1087,DS2/4,Baetidae,NH4+-N,0.25,0.02,0.03,0.095,0.729,acute,0.755520504732
1088,DS2/5,Baetidae,NH4+-N,0.25,0.02,0.03,0.095,0.729,acute,0.755520504732
1089,DS20/24,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1090,DS21/24,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1091,DS22/25,Baetidae,NH4+-N,0.09,0.02,0.03,0.095,0.729,acute,1.0
1092,DS23/25,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1093,DS24/25,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1094,DS25/25,Baetidae,NH4+-N,0.015,0.02,0.03,0.095,0.729,acute,0.0
1095,DS26/25,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1096,DS27/25,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1097,DS28/25,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1098,DS29/26,Baetidae,NH4+-N,0.93,0.02,0.03,0.095,0.729,acute,0.0
1099,DS3/4,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1100,DS3/5,Baetidae,NH4+-N,0.32,0.02,0.03,0.095,0.729,acute,0.645110410095
1101,DS30/26,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1102,DS31/26,Baetidae,NH4+-N,0.74,0.02,0.03,0.095,0.729,acute,0.0
1103,DS32/26,Baetidae,NH4+-N,1.1,0.02,0.03,0.095,0.729,acute,0.0
1104,DS33/26,Baetidae,NH4+-N,1.26,0.02,0.03,0.095,0.729,acute,0.0
1105,DS4/4,Baetidae,NH4+-N,0.17,0.02,0.03,0.095,0.729,acute,0.881703470032
1106,DS4/5,Baetidae,NH4+-N,0.19,0.02,0.03,0.095,0.729,acute,0.850157728707
1107,DS5/4,Baetidae,NH4+-N,0.16,0.02,0.03,0.095,0.729,acute,0.897476340694
1108,DS5/5,Baetidae,NH4+-N,0.13,0.02,0.03,0.095,0.729,acute,0.944794952681
1109,DS6/4,Baetidae,NH4+-N,0.11,0.02,0.03,0.095,0.729,acute,0.976340694006
1110,DS6/5,Baetidae,NH4+-N,0.1,0.02,0.03,0.095,0.729,acute,0.992113564669
1111,DS7/23,Baetidae,NH4+-N,8.8,0.02,0.03,0.095,0.729,acute,0.0
1112,DS8/23,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1113,DS9/23,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1114,M1/18,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1115,M2/18,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1116,M3/18,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1117,M4/18,Baetidae,NH4+-N,0.04,0.02,0.03,0.095,0.729,acute,1.0
1118,M5/18,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1119,M6/18,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1120,Q1/12,Baetidae,NH4+-N,1.89,0.02,0.03,0.095,0.729,acute,0.0
1121,R1/6,Baetidae,NH4+-N,0.11,0.02,0.03,0.095,0.729,acute,0.976340694006
1122,R10/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1123,R11/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1124,R12/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1125,R13/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1126,R14/12,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1127,R15/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1128,R16/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1129,R17/12,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1130,R18/12,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1131,R19/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1132,R2/6,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1133,R20/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1134,R21/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1135,R22/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1136,R23/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1137,R24/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1138,R25/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1139,R26/13,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1140,R27/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1141,R28/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1142,R29/13,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1143,R3/6,Baetidae,NH4+-N,0.22,0.02,0.03,0.095,0.729,acute,0.802839116719
1144,R30/13,Baetidae,NH4+-N,0.02,0.02,0.03,0.095,0.729,acute,0.0
1145,R4/6,Baetidae,NH4+-N,0.27,0.02,0.03,0.095,0.729,acute,0.723974763407
1146,R5/6,Baetidae,NH4+-N,0.31,0.02,0.03,0.095,0.729,acute,0.660883280757
1147,R6/6,Baetidae,NH4+-N,0.22,0.02,0.03,0.095,0.729,acute,0.802839116719
1148,R7/6,Baetidae,NH4+-N,0.63,0.02,0.03,0.095,0.729,acute,0.156151419558
1149,R8/6,Baetidae,NH4+-N,0.12,0.02,0.03,0.095,0.729,acute,0.960567823344
1150,R9/6,Baetidae,NH4+-N,0.11,0.02,0.03,0.095,0.729,acute,0.976340694006
1151,US1/10,Baetidae,NH4+-N,0.15,0.02,0.03,0.095,0.729,acute,0.913249211356
1152,US10/10,Baetidae,NH4+-N,0.06,0.02,0.03,0.095,0.729,acute,1.0
1153,US11/11,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1154,US12/11,Baetidae,NH4+-N,0.07,0.02,0.03,0.095,0.729,acute,1.0
1155,US13/11,Baetidae,NH4+-N,0.05,0.02,0.03,0.095,0.729,acute,1.0
1156,US14/11,Baetidae,NH4+-N,0.08,0.02,0.03,0.095,0.729,acute,1.0
1157,US15/11,Baetidae,NH4+-N,0.09,0.02,0.03,0.095,0.729,acute,1.0
1158,US16/11,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1159,US17/11,Baetidae,NH4+-N,0.03,0.02,0.03,0.095,0.729,acute,1.0
1160,US2/10,Baetidae,NH4+-N,0.13,0.02,0.03,0.095,0.729,acute,0.944794952681
